study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
FFCWS	a6_nap_mins_wknd_mn	Average daily sleep duration in naps on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	805	24.6	53.5	0	0	410	4093		
FFCWS	a6_nap_mins_wknd_sd	Standard deviation of daily sleep duration in naps on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	581	29.5	55	0	0	353.6	4317		
FFCWS	a6_nap_n_mn	Average daily number of naps among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		count	923	0.2	0.3	0.1	0	2	3975		
FFCWS	a6_nap_n_sum	Total number of naps across all valid days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		number of event	923	1.1	1.5	1	0	11	3975		
FFCWS	a6_nightsleepdur_mins_wk_mn	Average daily sleep period (includes WASO) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	903	458	74.6	456	212	817	3995		
FFCWS	a6_nightsleepdur_mins_wk_sd	Standard deviation of daily sleep period (includes WASO) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	822	83	54.5	70.9	1.4	359.5	4076		
FFCWS	a6_nightsleepdur_mins_wknd_mn	Average daily sleep period (includes WASO) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	805	493.7	102.9	498.2	69	844	4093		
FFCWS	a6_nightsleepdur_mins_wknd_sd	Standard deviation of daily sleep period (includes WASO) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	579	96	69.4	80.3	0.4	352.8	4319		
FFCWS	a6_nighttst_mins_mn	Average daily sleep duration in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	923	424.3	61.9	424.8	190.5	702	3975		
FFCWS	a6_nighttst_mins_sd	Standard deviation of daily sleep duration in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	861	87.8	45.1	80.4	0.7	323.9	4037		
FFCWS	a6_nighttst_mins_wk_mn	Average daily sleep duration in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	903	414.8	67.8	412.5	189.5	776.5	3995		
FFCWS	a6_nighttst_mins_wk_sd	Standard deviation of daily sleep duration in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	822	74.1	48.6	62.9	0.7	315.6	4076		
FFCWS	a6_nighttst_mins_wknd_mn	Average daily sleep duration in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	805	447.2	94	449.5	57.5	733.3	4093		
FFCWS	a6_nighttst_mins_wknd_sd	Standard deviation of daily sleep duration in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	579	86.3	62.3	73.9	0.7	353.6	4319		
FFCWS	a6_restwaso_mins_mn	Average daily wake duration after sleep onset (WASO) in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	923	44.1	15.9	41.9	10.6	124.4	3975		
FFCWS	a6_restwaso_mins_sd	Standard deviation of daily wake duration after sleep onset (WASO) in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	861	15.8	8.5	14.5	0.7	54.4	4037		
FFCWS	a6_restwaso_mins_wk_mn	Average daily wake duration after sleep onset (WASO) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	903	43.1	16.9	40.4	10.6	122.7	3995		
FFCWS	a6_restwaso_mins_wk_sd	Standard deviation of daily wake duration after sleep onset (WASO) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	822	14.2	9.1	12	0	55.3	4076		
FFCWS	a6_restwaso_mins_wknd_mn	Average daily wake duration after sleep onset (WASO) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	805	46.5	19.4	44.8	5	147.5	4093		
FFCWS	a6_restwaso_mins_wknd_sd	Standard deviation of daily wake duration after sleep onset (WASO) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	579	14.8	12	12	0	91.6	4319		
FFCWS	a6_smeff_mn	Average daily sleep maintenance efficiency in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	923	90.7	3	91.1	75.9	97.3	3975		
FFCWS	a6_smeff_sd	Standard deviation of daily sleep maintenance efficiency in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	861	2.4	1.3	2.2	0.1	10.5	4037		
FFCWS	a6_smeff_wk_mn	Average daily sleep maintenance efficiency in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	903	90.7	3.2	91.1	75.4	97.3	3995		
FFCWS	a6_smeff_wk_sd	Standard deviation of daily sleep maintenance efficiency in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	822	2.3	1.3	2	0.06	8	4076		
FFCWS	a6_smeff_wknd_mn	Average daily sleep maintenance efficiency in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	805	90.6	3.3	91.1	73.6	97.1	4093		
FFCWS	a6_smeff_wknd_sd	Standard deviation of daily sleep maintenance efficiency in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		percent (%)	579	2.1	1.9	1.7	0.004	15.5	4319		
FFCWS	a6_vday_n	Total Num of Valid Days	Sleep Monitoring/Actigraphy/Administrative		Year 15 Wave 6		integer			923	5.9	2.5	6	1	16	3975		
FFCWS	a6_vday_wk_n	Total number of valid weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		days	923	4.3	1.8	5	0	11	3975		
FFCWS	a6_vday_wknd_n	Total number of valid weekends from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		days	923	1.7	1	2	0	5	3975		
FFCWS	a6_year	Year of Sleep Data Collection	Sleep Monitoring/Actigraphy/Administrative		Year 15 Wave 6		integer			923	2014.8	0.4	2015	2014	2016	3975		
FFCWS	ck6yagem	Participant's age	Sociodemographics		Year 15 Wave 6		numeric		months	922	184.8	6	183	176	212	3976		
FFCWS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: ck6yagem	Year 15 Wave 6		numeric	923	years	922	15.4	0.5	15.2	14.7	17.7	1		
HAASSA	agex7	AGE AT EXAM 7			Exam 7 (Sleep)		numeric	718	years	718	83.2	± 3.1	82	79	97			
HAASSA	bmix7	EX7: BODY MASS INDEX			Exam 7 (Sleep)		numeric		kilograms per meter squared	716	23.2	± 3.2	23.1	13	36.3	2		
HAASSA	casix7	EX7: CASI SCORE			Exam 7 (Sleep)		numeric			718	83.5	± 8.0	84.9	56.7	98.5			
HAASSA	epworthx7	EX7: Epworth score (has up to 2 DK items)			Exam 7 (Sleep)		integer			716	7	± 4.2	6	0	21	2		
HAASSA	neckcircx7	EX7: NECK CIRCUMFERENCE			Exam 7 (Sleep)		numeric		centimeters	717	38	± 2.7	38	30	49.1	1		
HCHS	bmi	Body Mass Index (BMI)	Anthropometry		Baseline		numeric		kilograms per meter squared	14093	29.8	5.9	28.9	15.1	62.6	2322		
HCHS	bmi_sol_sueno	"Body Mass Index at the Sueno clinic visit, using the SOL height"	Anthropometry		Baseline		numeric		kilograms per meter squared	-	-	-	-	-	-	-		
HCHS	cardiac_risk_ratio	Cardiac Risk Ratio (TC/HDL) - AHA	Clinical Data/Laboratory Tests	This variable calculates the ratio of total cholesterol by HDL cholesterol.	Baseline		numeric			14005	4.3	1.5	4.1	1.6	28.2	2410		
HCHS	cohort	Cohort Year (from Household Address Wave Assignment)	Administrative/Study Design	This variable is an indicator of household sample address allocation and distribution for HCHS/SOL recruitment.	Baseline		integer			14155	1.8	0.8	2	1	3	2260		
HCHS	days_s1m1	Days between HCHS clinic visit and Sueno clinic visit	Administrative		Baseline		numeric		days	-	-	-	-	-	-	-		
HCHS	digitsymbol	Digit Symbo Substitution Score (NEEA14)	Clinical Data/Diagnostic Studies/Neurocognitive	This variable is for the score of the digit symbol substitution test. Only defined for participants who took a neurocognitive assessment (NEE form).	Baseline		numeric			8123	33.8	13.6	33	0	81	8292		
HCHS	fev1_fvc_ratio	FEV1/FVC Ratio	Clinical Data/Diagnostic Studies/Lung Function	This variable is the ratio of forced expiratory volume in one minute (FEV1 ) to forced vital capacity (FVC) expressed as a percentage.	Baseline		numeric			13340	80.3	7.2	81.1	17.5	100	3075		
HCHS	gfrscr	"eGFR based on serum creatinine, gender, age and race"	Clinical Data/Laboratory Tests	"This variable estimates Glomerular filtration rate, based on serum creatinine, and demographics gender, age and race (black vs. nonblack)."	Baseline		numeric			14006	96.9	19.2	98.5	3.3	164.8	2409		
HCHS	gfrscys	eGFR based on serum cystatin C w/o demographics	Clinical Data/Laboratory Tests	"This variable estimates Glomerular filtration rate, based on serum cystatin C and no demographic factors."	Baseline		numeric			13914	108.3	26.7	108	4.9	276.9	2501		
HCHS	gfrscys_scr	"eGFR based on serum cystatin C, serum creatinine, gender, age, and race"	Clinical Data/Laboratory Tests	"This variable estimates Glomerular filtration rate, based on serum cystatin C, serum creatinine, and demographics gender, age and race (black vs. nonblack)."	Baseline		numeric			13911	102.8	20.4	104.7	3.2	176.7	2504		
HCHS	hba1c_si	"Glycosylated Hemoglobin (HbA1c) in SI units (mmol/mol), nearest integer"	Clinical Data/Laboratory Tests		Baseline		integer		mmol per mol	13972	41.1	14.3	38	13	185	2443		
HCHS	homa_b	HOMA index of Beta Cell Function	Clinical Data/Laboratory Tests	This variable defines the Homeostasis model assessment of insulin resistance.	Baseline		numeric			13929	140.4	179.3	112.9	1.1	12600	2486		
HCHS	list_cnt	Sample List-level Hispanic Household Frame Counts	Administrative/Study Design	This variable is the sample design list household frame count variable used in statistical analyses.	Baseline		numeric			14155	342.4	298	268	7	3992	2260		
HCHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Visit 1	Baseline		numeric	16415	years	14155	45.9	14	47	18	76	2260		
HCHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Visit 1	Sueño Ancillary		numeric	-		-	-	-	-	-	-	-		
HCHS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Visit 1	Baseline		numeric	16415	kilograms per square meter	14093	29.8	5.9	28.9	15.1	62.6	2322		
HCHS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Visit 1	Sueño Ancillary		numeric	-		-	-	-	-	-	-	-		
HCHS	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	"Average resting diastolic blood pressure of three measurements collected from the upper arm in a single clinic visit. In cases where either of the measurements was missing, the average was calculated discarding the missing value. Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: sbpa6 at Visit 1"	Baseline		numeric		millimeters of mercury	14137	73.2	11	72	39	135	2278		
HCHS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	"Average resting systolic blood pressure of three measurements collected from the upper arm in a single clinic visit. In cases where either of the measurements was missing, the average was calculated discarding the missing value. Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: sbpa5 at Visit 1"	Baseline		numeric		millimeters of mercury	14143	122	18.1	119	74	232	2272		
HCHS	nsrr_rei_ap3n	Respiratory Event Index : (Apneas or hypopneas with >= 3% oxygen desaturation) / hour of estimated sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Data collected with no EEGs. Refer to the source for detailed definition for respiratory events: slpa54 at Visit 1	Baseline		numeric		events per hour	12442	6.4	12.1	1.9	0	141.7	3973		
HCHS	nsrr_rei_ap4n	Respiratory Event Index : (Apneas or hypopneas with>= 4% oxygen desaturation) / hour of estimated sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Data collected with no EEGs. Refer to the source for detailed definition for respiratory events: slpa63 at Visit 1	Baseline		numeric		events per hour	12442	4.5	10.3	0.9	0	128.3	3973		
HCHS	postbd_prebd_diff	Post(FEV1%pred)-Pre(FEV1%pred)	Clinical Data/Diagnostic Studies/Lung Function	"This variable is based on the ratio of the measured FEV1 difference from postbronchodilator and pre-bronchodilator exams over the Predicted FEV1 calculated prebronch (both values must be non-missing, and the post-bronchodilator spirometry examinations must be valid)."	Baseline		numeric		FEV1%pred	1028	5.2	6.6	4.7	-72.4	58.1	15387		
HCHS	postbd_prebd_diff_gt12_v2	Post(FEV1%pred)-Pre(FEV1%pred)>=12% (pre FEV1/FVC<70 only)	Clinical Data/Diagnostic Studies/Lung Function	"This variable is based on the ratio of the measured FEV1 difference from postbronchodilator and pre-bronchodilator exams over the Predicted FEV1 calculated prebronch (both values must be non-missing, and the post-bronchodilator spirometry examination must be valid) among participants with pre FEV1/FVC<70 only (ignores LLN comparison)."	Baseline		numeric		FEV1%pred	792	0.1	0.3	0	0	1	15623		
HCHS	psu_cnt	BG-level Hispanic Household Frame Counts	Administrative/Study Design	This variable is the sample design clustering household frame count variable used in statistical analyses.	Baseline		numeric			14155	758.8	933.5	586	29	11183	2260		
HCHS	sevlt_3trials	"SEVTL, Sum of 3 Trials (NEEA8=10)"	Clinical Data/Diagnostic Studies/Neurocognitive	This variable is the sum of the scores of the first 3 trials of the SEVLT test. Only defined for participants who took a neurocognitive assessment (NEE form).	Baseline		numeric			8318	22.6	5.6	23	3	42	8097		
HCHS	sevlt_recall	"SEVLT, Delay Recall (NEEA11 with re-coding)"	Clinical Data/Diagnostic Studies/Neurocognitive	This variable is the scores of the 5th delayed recall trial of the SEVLT test. Definition per Dr. Hector Gonzalez. Only defined for participants who took a neurocognitive assessment (NEE form).	Baseline		numeric			8335	8.2	2.9	8	0	15	8080		
HCHS	strat	Stratification Variable ID	Administrative/Study Design	"This variable is the sample design stratification variable used in statistical analyses as the stratum variable that is a combination of field center, Hispanic household proportion, and SES."	Baseline		numeric			16415	16.3	5	15	10	29	-		
HCHS	strat_cnt	Stratum-level Hispanic Household Frame Counts	Administrative/Study Design	This variable is the sample design stratification household frame variable used in statistical analyses.	Baseline		numeric			14155	26965.9	10161.6	27471	2215	40813	2260		
HCHS	total_6item	Total Score on 6 Item Screener (with re-coding)	Clinical Data/Diagnostic Studies/Neurocognitive	"This variable is the total score of the 6-item screener, which uses recoding of the original responses per definitions by Dr. Hector Gonzalez. It can take integer values from 0 to 6. Only defined for participants who took a neurocognitive assessment (NEE form)."	Baseline		numeric			8366	5.3	0.9	6	0	6	8049		
HCHS	waist_hip	Waist to Hip Ratio	Anthropometry		Baseline		numeric			14089	0.9	0.08	0.9	0.5	1.4	2326		
HCHS	weight_final_expanded	Expanded Census 2010 Final Calibrated Trimmed Nonresponse Adjusted Final Weights - Year 1-3 (frozen as of 10/27/2011)	Administrative/Study Design	"The calibrated sample weight is the calibrated, trimmed, non-response adjusted reciprocal of a participant's probability of selection into the HCHS/SOL study. The trimmed, nonresponse adjusted sample weights were calibrated using first the 7-category Hispanic Background distribution and then the 12-category age group/gender distribution using the 2010 Decennial Census. This variable is used for analyses purposes only."	Baseline		numeric			16415	39.9	44	28.2	3	829.6	-		
HCHS	weight_final_norm_center	FC-specific Normalized Census 2010 Calibrated Trimmed NonResponse Adjusted Final Weights - Year 1-3 (frozen as of 10/27/2011)	Administrative/Study Design	"The FC-specific normalized sample weight is the field center specific normalized, calibrated, trimmed, non-response adjusted (household and person-level) reciprocal of a participant's probability of selection into the HCHS/SOL study. The calibrated, trimmed, non-response adjusted sample weights were normalized using the weighted mean divided by weighted standard deviation calculated for each field center separately and used to normalize the expanded calibrated sample weights (WEIGHT_Final_Norm_Center). This final sample weight variable is used for analyses purposes only when the subpopulation is restricted to within a single site."	Baseline		numeric			16415	1	1	0.7	0.06	18	-		
