study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
HOMEPAP	sf36_mcs	sf36_mcsShort Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Baseline Visit		numeric			332	43.7	11.1	45.7	8.3	65.6	41
HOMEPAP	sf36_mcs	sf36_mcsShort Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Month 1 Follow-up Visit		numeric			153	50.4	10.3	53.6	17.1	67.5	220
HOMEPAP	sf36_mcs	sf36_mcsShort Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Month 3 Follow-up Visit		numeric			141	52.7	9.5	56.0	17.6	68.3	232
HOMEPAP	sf36_pcs	sf36_pcsShort Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Baseline Visit		numeric			332	43.9	9.9	45.1	12.6	63.8	41
HOMEPAP	sf36_pcs	sf36_pcsShort Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Month 1 Follow-up Visit		numeric			153	47.0	9.3	49.4	17.9	66.3	220
HOMEPAP	sf36_pcs	sf36_pcsShort Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Month 3 Follow-up Visit		numeric			141	47.7	9.8	50.1	16.1	64.8	232
HOMEPAP	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline Visit		numeric		kilograms per square meter	364	37.2	8.9	35.5	22.0	71.5	9
HOMEPAP	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month 1 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
HOMEPAP	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month 3 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	80.7	9.5	81.0	53.0	109.0	9
HOMEPAP	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	126.6	12.7	126.0	95.0	167.0	9
HOMEPAP	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Baseline Visit		numeric		years	373	46.5	11.9	45.8	20.2	79.8	-
HOMEPAP	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Month 1 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
HOMEPAP	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Month 3 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
HOMEPAP	nsrr_ethnicity	nsrr_ethnicitySubject ethnicity	Harmonized/Demographics	Subject ethnicity			choices									
HOMEPAP	nsrr_race	nsrr_raceSubject race	Harmonized/Demographics	Subject race			choices									
HOMEPAP	nsrr_sex	nsrr_sexSubject sex	Harmonized/Demographics	Subject sex			choices									
HOMEPAP	avghr	avghrAverage heart rate during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (full-night)	Baseline Visit		numeric		beats per minute	184	68.4	9.8	68.0	44.0	99.0	189
HOMEPAP	avghr	avghrAverage heart rate during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (full-night)	Month 1 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avghr	avghrAverage heart rate during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (full-night)	Month 3 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avghr_d	avghr_dAverage heart rate during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, diagnostic)	Baseline Visit		numeric		beats per minute	56	61.5	22.2	66.0	0.0	104.0	317
HOMEPAP	avghr_d	avghr_dAverage heart rate during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, diagnostic)	Month 1 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avghr_d	avghr_dAverage heart rate during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, diagnostic)	Month 3 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avghr_t	avghr_tAverage heart rate during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, treatment)	Baseline Visit		numeric		beats per minute	56	59.6	21.4	62.0	0.0	97.0	317
HOMEPAP	avghr_t	avghr_tAverage heart rate during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, treatment)	Month 1 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avghr_t	avghr_tAverage heart rate during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during sleep from type I polysomnography (split-night, treatment)	Month 3 Follow-up Visit		numeric		beats per minute	-	-	-	-	-	-	-
HOMEPAP	avgsao2	avgsao2Average oxygen saturation during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (full-night)	Baseline Visit		numeric		percent	191	93.2	2.3	93.0	81.0	98.0	182
HOMEPAP	avgsao2	avgsao2Average oxygen saturation during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (full-night)	Month 1 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	avgsao2	avgsao2Average oxygen saturation during sleep from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (full-night)	Month 3 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	avgsao2_d	avgsao2_dAverage oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Baseline Visit		numeric		percent	56	90.6	3.7	91.0	76.0	95.0	317
HOMEPAP	avgsao2_d	avgsao2_dAverage oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Month 1 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	avgsao2_d	avgsao2_dAverage oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, diagnostic)	Month 3 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	avgsao2_t	avgsao2_tAverage oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Baseline Visit		numeric		percent	56	93.9	2.2	94.0	87.0	97.0	317
HOMEPAP	avgsao2_t	avgsao2_tAverage oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Month 1 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	avgsao2_t	avgsao2_tAverage oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during sleep from type I polysomnography (split-night, treatment)	Month 3 Follow-up Visit		numeric		percent	-	-	-	-	-	-	-
HOMEPAP	cal_total	cal_totalCalgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Calgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Baseline Visit		numeric			337	3.6	0.9	3.6	1.4	6.0	36
HOMEPAP	cal_total	cal_totalCalgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Calgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Month 1 Follow-up Visit		numeric			155	4.2	1.1	4.4	0.6	6.3	218
HOMEPAP	cal_total	cal_totalCalgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Calgary Sleep Apnea Quality of Life Index (SAQLI): Total Score	Month 3 Follow-up Visit		numeric			140	4.5	1.0	4.7	0.02	6.6	233
HOMEPAP	esstotal	esstotalEpworth Sleepiness Scale (ESS): Total Score	Sleep Questionnaires/Hypersomnia	Epworth Sleepiness Scale (ESS): Total Score	Baseline Visit		integer			334	14.1	3.7	14.0	3.0	24.0	39
HOMEPAP	esstotal	esstotalEpworth Sleepiness Scale (ESS): Total Score	Sleep Questionnaires/Hypersomnia	Epworth Sleepiness Scale (ESS): Total Score	Month 1 Follow-up Visit		integer			155	8.7	4.5	8.0	0.0	22.0	218
HOMEPAP	esstotal	esstotalEpworth Sleepiness Scale (ESS): Total Score	Sleep Questionnaires/Hypersomnia	Epworth Sleepiness Scale (ESS): Total Score	Month 3 Follow-up Visit		integer			142	7.2	4.2	6.0	1.0	21.0	231
HOMEPAP	fosq_global	fosq_globalFunctional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ)	Functional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Baseline Visit		numeric			335	14.8	2.8	15.3	6.2	19.7	38
HOMEPAP	fosq_global	fosq_globalFunctional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ)	Functional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Month 1 Follow-up Visit		numeric			155	17.4	2.5	18.1	7.5	20.0	218
HOMEPAP	fosq_global	fosq_globalFunctional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ)	Functional Outcomes of Sleep Questionnaire (FOSQ): Global Score	Month 3 Follow-up Visit		numeric			142	18.1	2.3	18.9	9.0	20.0	231
HOMEPAP	avgpapuse	avgpapuseAverage Continuous Positive Airway Pressure (CPAP) use per night	Sleep Treatment/Adherence/CPAP Adherence	Average Continuous Positive Airway Pressure (CPAP) use per night	Baseline Visit		numeric		minutes	-	-	-	-	-	-	-
HOMEPAP	avgpapuse	avgpapuseAverage Continuous Positive Airway Pressure (CPAP) use per night	Sleep Treatment/Adherence/CPAP Adherence	Average Continuous Positive Airway Pressure (CPAP) use per night	Month 1 Follow-up Visit		numeric		minutes	146	235.0	132.2	233.0	0.0	529.0	227
HOMEPAP	avgpapuse	avgpapuseAverage Continuous Positive Airway Pressure (CPAP) use per night	Sleep Treatment/Adherence/CPAP Adherence	Average Continuous Positive Airway Pressure (CPAP) use per night	Month 3 Follow-up Visit		numeric		minutes	135	252.7	137.6	252.0	0.0	528.0	238
HOMEPAP	pressure	pressureOptimal titration pressure	Administrative	Optimal titration pressure	Baseline Visit		integer		centimeters of water	178	10.7	2.9	10.0	6.0	20.0	195
HOMEPAP	pressure	pressureOptimal titration pressure	Administrative	Optimal titration pressure	Month 1 Follow-up Visit		integer		centimeters of water	-	-	-	-	-	-	-
HOMEPAP	pressure	pressureOptimal titration pressure	Administrative	Optimal titration pressure	Month 3 Follow-up Visit		integer		centimeters of water	-	-	-	-	-	-	-
HOMEPAP	visit	visitVisit number	Administrative	Visit number			choices									
HOMEPAP	completedm1	completedm1Completed Month 1 Follow-up Visit	Administrative/CONSORT Diagram	Completed Month 1 Follow-up Visit			choices									
HOMEPAP	completedm1m3	completedm1m3Completed Month 1 and Month 3 Follow-up Visits	Administrative/CONSORT Diagram	Completed Month 1 and Month 3 Follow-up Visits			choices									
HOMEPAP	completedm3	completedm3Completed Month 3 Follow-up Visit	Administrative/CONSORT Diagram	Completed Month 3 Follow-up Visit			choices									
HOMEPAP	crossover	crossoverCrossed-over to Lab Arm from Home Arm	Administrative/CONSORT Diagram	Crossed-over to Lab Arm from Home Arm			choices									
HOMEPAP	diagnostic	diagnosticReceived diagnostic sleep study	Administrative/CONSORT Diagram	Received diagnostic sleep study			choices									
HOMEPAP	eligible	eligibleEligible for treatment (Apnea-Hypopnea Index (AHI) >= 15 and not withdrawn)	Administrative/CONSORT Diagram	Eligible for treatment (Apnea-Hypopnea Index (AHI) >= 15 and not withdrawn)			choices									
HOMEPAP	titrated	titratedTitrated for optimal pressure	Administrative/CONSORT Diagram	Titrated for optimal pressure			choices									
HOMEPAP	heightcm	heightcmHeight	Anthropometry	Height	Baseline Visit		numeric		centimeters	372	172.1	11.4	173.0	130.0	198.0	1
HOMEPAP	heightcm	heightcmHeight	Anthropometry	Height	Month 1 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	heightcm	heightcmHeight	Anthropometry	Height	Month 3 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	neckcm	neckcmNeck circumference	Anthropometry	Neck circumference	Baseline Visit		numeric		centimeters	365	42.7	3.9	42.5	34.3	56.1	8
HOMEPAP	neckcm	neckcmNeck circumference	Anthropometry	Neck circumference	Month 1 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	neckcm	neckcmNeck circumference	Anthropometry	Neck circumference	Month 3 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	waistcm	waistcmWaist circumference	Anthropometry	Waist circumference	Baseline Visit		numeric		centimeters	362	115.4	17.4	112.3	84.0	197.3	11
HOMEPAP	waistcm	waistcmWaist circumference	Anthropometry	Waist circumference	Month 1 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	waistcm	waistcmWaist circumference	Anthropometry	Waist circumference	Month 3 Follow-up Visit		numeric		centimeters	-	-	-	-	-	-	-
HOMEPAP	weightkg	weightkgWeight	Anthropometry	Weight	Baseline Visit		numeric		kilograms	371	109.6	24.9	105.0	59.5	204.5	2
HOMEPAP	weightkg	weightkgWeight	Anthropometry	Weight	Month 1 Follow-up Visit		numeric		kilograms	-	-	-	-	-	-	-
HOMEPAP	weightkg	weightkgWeight	Anthropometry	Weight	Month 3 Follow-up Visit		numeric		kilograms	140	114.3	26.2	109.6	65.5	204.3	233
HOMEPAP	agg_ment	agg_mentShort Form (36) Health Survey (SF-36): Aggregate Mental Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Mental Score	Baseline Visit		numeric			332	-0.6	1.1	-0.4	-4.2	1.6	41
HOMEPAP	agg_ment	agg_mentShort Form (36) Health Survey (SF-36): Aggregate Mental Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Mental Score	Month 1 Follow-up Visit		numeric			153	0.04	1.0	0.4	-3.3	1.8	220
HOMEPAP	agg_ment	agg_mentShort Form (36) Health Survey (SF-36): Aggregate Mental Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Mental Score	Month 3 Follow-up Visit		numeric			141	0.3	0.9	0.6	-3.2	1.8	232
HOMEPAP	agg_phys	agg_physShort Form (36) Health Survey (SF-36): Aggregate Physical Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Physical Score	Baseline Visit		numeric			332	-0.6	1.0	-0.5	-3.7	1.4	41
HOMEPAP	agg_phys	agg_physShort Form (36) Health Survey (SF-36): Aggregate Physical Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Physical Score	Month 1 Follow-up Visit		numeric			153	-0.3	0.9	-0.06	-3.2	1.6	220
HOMEPAP	agg_phys	agg_physShort Form (36) Health Survey (SF-36): Aggregate Physical Score	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Aggregate Physical Score	Month 3 Follow-up Visit		numeric			141	-0.2	1.0	0.009	-3.4	1.5	232
HOMEPAP	bp_norm	bp_normShort Form (36) Health Survey (SF-36): Body pain subscale score (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Body pain subscale score (standardized)	Baseline Visit		numeric			333	47.3	10.6	46.1	19.9	62.1	40
